%ArduinoTime [ms]	Reference Position [rad]	Measured Position [rad]	Actual Current [A]	Proportional Gain [Kp]	Derivative Gain [Kd]	Integral Gain [Ki]	%10/15/20202:17 PM
0.000	0.000	0.000	0.000	0.000	0.000	0.000
1015405.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015405.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015435.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015435.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015435.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015465.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015465.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015465.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015495.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015495.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015495.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015525.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015525.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015525.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015555.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015555.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015555.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015585.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015585.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015585.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015615.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015615.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015615.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015645.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015645.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015645.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015675.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015675.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015675.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015705.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015705.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015705.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015735.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015735.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015735.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015765.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015765.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015765.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015795.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015795.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015795.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015825.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015825.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015825.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015855.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015855.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015855.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015885.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015885.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015885.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015915.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015915.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015915.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015945.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015945.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015945.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015975.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015975.000	0.500	-0.010	0.000	71.100	24.900	0.000
1015975.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016005.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016005.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016005.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016035.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016035.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016035.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016065.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016065.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016065.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016095.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016095.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016095.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016125.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016125.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016125.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016155.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016155.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016155.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016185.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016185.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016185.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016215.000	0.500	-0.010	0.000	71.100	24.900	0.000
1016215.000	0.500	-0.010	0.000	71.100	24.900	0.000
